label	text_a
0	Like ibogaine (40 mg/kg), 111 (40 mg/kg) decreases the intravenous self-administration of morphine and cocaine and the oral self-administration of 222 and nicotine in rats;
0	Like ibogaine (40 mg/kg), 111 (40 mg/kg) decreases the intravenous self-administration of morphine and cocaine and the oral self-administration of ethanol and 222 in rats;
0	Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of 111 and 222 and the oral self-administration of ethanol and nicotine in rats;
0	Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of 111 and cocaine and the oral self-administration of 222 and nicotine in rats;
0	Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of 111 and cocaine and the oral self-administration of ethanol and 222 in rats;
0	Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of morphine and 111 and the oral self-administration of 222 and nicotine in rats;
0	Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of morphine and 111 and the oral self-administration of ethanol and 222 in rats;
0	Like ibogaine (40 mg/kg), 18-MC (40 mg/kg) decreases the intravenous self-administration of morphine and cocaine and the oral self-administration of 111 and 222 in rats;
0	unlike 111 , 222 does not affect responding for a nondrug reinforcer (water).
0	Both 111 and 222 ameliorate opioid withdrawal signs.
0	Both 111 and 18-MC ameliorate 222 withdrawal signs.
0	Both ibogaine and 111 ameliorate 222 withdrawal signs.
0	Both 111 and 222 decrease extracellular levels of dopamine in the nucleus accumbens, but only ibogaine increases extracellular levels of serotonin in the nucleus accumbens.
0	Both ibogaine and 111 decrease extracellular levels of dopamine in the nucleus accumbens, but only 222 increases extracellular levels of serotonin in the nucleus accumbens.
0	Both 111 and 222 block morphine -induced and nicotine -induced dopamine release in the nucleus accumbens;
2	Both 111 and 18-MC block 222 -induced and nicotine -induced dopamine release in the nucleus accumbens;
2	Both 111 and 18-MC block morphine -induced and 222 -induced dopamine release in the nucleus accumbens;
2	Both ibogaine and 111 block 222 -induced and nicotine -induced dopamine release in the nucleus accumbens;
2	Both ibogaine and 111 block morphine -induced and 222 -induced dopamine release in the nucleus accumbens;
0	Both ibogaine and 18-MC block 111 -induced and 222 -induced dopamine release in the nucleus accumbens;
2	only 111 enhances 222 -induced increases in accumbal dopamine.
0	Both 111 and 222 enhance the locomotor and/or stereotypic effects of stimulants.
0	111 attenuates, but 222 potentiates, the acute locomotor effects of morphine ;
2	111 attenuates, but 18-MC potentiates, the acute locomotor effects of 222 ;
2	Ibogaine attenuates, but 111 potentiates, the acute locomotor effects of 222 ;
0	111 , but not 222 , decreases heart rate at high doses.
0	While 111 and 222 have similar affinities for kappa opioid and possibly nicotinic receptors, 18-MC has much lower affinities than ibogaine for NMDA and sigma-2 receptors, sodium channels, and the 5-HT transporter.
0	While 111 and ibogaine have similar affinities for kappa opioid and possibly nicotinic receptors, 18-MC has much lower affinities than 222 for NMDA and sigma-2 receptors, sodium channels, and the 5-HT transporter.
0	While 18-MC and 111 have similar affinities for kappa opioid and possibly nicotinic receptors, 222 has much lower affinities than ibogaine for NMDA and sigma-2 receptors, sodium channels, and the 5-HT transporter.
0	While 18-MC and ibogaine have similar affinities for kappa opioid and possibly nicotinic receptors, 111 has much lower affinities than 222 for NMDA and sigma-2 receptors, sodium channels, and the 5-HT transporter.
0	Both 111 and 222 are sequestered in fat and, like ibogaine , 18-MC probably has an active metabolite.
0	Both 111 and ibogaine are sequestered in fat and, like 222 , 18-MC probably has an active metabolite.
0	Both 18-MC and 111 are sequestered in fat and, like ibogaine , 222 probably has an active metabolite.
0	Both 18-MC and ibogaine are sequestered in fat and, like 111 , 222 probably has an active metabolite.
0	The data suggest that 111 has a narrower spectrum of actions and will have a substantially greater therapeutic index than 222 .
4	Clinical implications of 111 interactions with five 222 .
0	The intensity, uniformity and time course of 111 interference by 222 , secobarbital , glutethimide , chloral_hydrate and methaqualone were systematically investigated in # patients receiving coumarin therapy.
0	The intensity, uniformity and time course of 111 interference by phenobarbital , 222 , glutethimide , chloral_hydrate and methaqualone were systematically investigated in # patients receiving coumarin therapy.
0	The intensity, uniformity and time course of 111 interference by phenobarbital , secobarbital , 222 , chloral_hydrate and methaqualone were systematically investigated in # patients receiving coumarin therapy.
0	The intensity, uniformity and time course of 111 interference by phenobarbital , secobarbital , glutethimide , 222 and methaqualone were systematically investigated in # patients receiving coumarin therapy.
0	The intensity, uniformity and time course of 111 interference by phenobarbital , secobarbital , glutethimide , chloral_hydrate and 222 were systematically investigated in # patients receiving coumarin therapy.
0	The intensity, uniformity and time course of 111 interference by phenobarbital , secobarbital , glutethimide , chloral_hydrate and methaqualone were systematically investigated in # patients receiving 222 therapy.
0	The intensity, uniformity and time course of anticoagulant interference by 111 , secobarbital , glutethimide , chloral_hydrate and methaqualone were systematically investigated in # patients receiving 222 therapy.
0	The intensity, uniformity and time course of anticoagulant interference by phenobarbital , 111 , glutethimide , chloral_hydrate and methaqualone were systematically investigated in # patients receiving 222 therapy.
0	The intensity, uniformity and time course of anticoagulant interference by phenobarbital , secobarbital , 111 , chloral_hydrate and methaqualone were systematically investigated in # patients receiving 222 therapy.
0	The intensity, uniformity and time course of anticoagulant interference by phenobarbital , secobarbital , glutethimide , 111 and methaqualone were systematically investigated in # patients receiving 222 therapy.
0	The intensity, uniformity and time course of anticoagulant interference by phenobarbital , secobarbital , glutethimide , chloral_hydrate and 111 were systematically investigated in # patients receiving 222 therapy.
0	there was no significant change in prothrombin test results during the trials of 111 and 222 .
0	111 and 222 should not be administered to patients receiving coumarin_drugs .
1	111 and glutethimide should not be administered to patients receiving 222 .
1	Barbiturates and 111 should not be administered to patients receiving 222 .
0	111 and 222 interact pharmacologically with orally administered anticoagulant_agents , but the effect is not clinically significant.
4	111 and methaqualone interact pharmacologically with orally administered 222 , but the effect is not clinically significant.
4	Chloral_hydrate and 111 interact pharmacologically with orally administered 222 , but the effect is not clinically significant.
0	It is concluded that 111 and 222 may be administered safely without additional caution in prothrombin test monitoring during oral anticoagulant therapy.
0	It is concluded that 111 and methaqualone may be administered safely without additional caution in prothrombin test monitoring during oral 222 therapy.
0	It is concluded that chloral_hydrate and 111 may be administered safely without additional caution in prothrombin test monitoring during oral 222 therapy.
0	Concomitantly given 111 did not interfere with the absorption of a tablet of 222 .
0	Combinations of 111 and 222 : effects on drug discrimination and behavioral inhibition in rats.
0	In the present study, the 111 222 was tested in combination with an active dose of PCP in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates (DRL) procedures.
0	In the present study, the 111 clozapine was tested in combination with an active dose of 222 in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates (DRL) procedures.
0	In the present study, the atypical_antipsychotic 111 was tested in combination with an active dose of 222 in two-lever drug discrimination and mixed signalled-unsignalled differential-reinforcement-of-low-rates (DRL) procedures.
0	Acute dosing with 111 failed to alter the behavioral effects of 222 in either procedure even when tested up to doses that produced pharmacological effects alone.
0	These results suggest that acute dosing with 111 would not affect behaviors most closely associated with 222 intoxication.
0	Since chronic dosing is required for therapeutic efficacy of 111 , future studies should focus on investigation of chronic dosing effects of these drugs in combination with 222 .
0	111 (5-35 micromol/l) induced concentration-dependent relaxation of mesenteric arteries preconstricted with 222 (8 micromol/l) or KCl (125 mmol/l) from both lean and dietary-obese rats.
0	111 (5-35 micromol/l) induced concentration-dependent relaxation of mesenteric arteries preconstricted with noradrenaline (8 micromol/l) or 222 (125 mmol/l) from both lean and dietary-obese rats.
0	Resveratrol (5-35 micromol/l) induced concentration-dependent relaxation of mesenteric arteries preconstricted with 111 (8 micromol/l) or 222 (125 mmol/l) from both lean and dietary-obese rats.
0	However, 111 (100 and # micromol/l) did not alter the effects of 222 on arteries from dietary-obese rats, giving superimposed concentration-responses curves.
0	111 was also ineffective in altering 222 activity in arteries from both lean and dietary-obese rats.
0	In 111 -precontracted arteries from dietary-obese rats, responses to 222 were not attenuated by endothelial denudation, indicating an action independent of the endothelium.
0	If taken # hour before 111 ( IDV ), 222 does not affect IDV exposure, despite persistent buffering effects.
0	If taken # hour before 111 ( IDV ), didanosine does not affect 222 exposure, despite persistent buffering effects.
0	If taken # hour before indinavir ( 111 ), 222 does not affect IDV exposure, despite persistent buffering effects.
0	If taken # hour before indinavir ( IDV ), 111 does not affect 222 exposure, despite persistent buffering effects.
3	Concurrent administration of 111 and 222 significantly reduces the level of exposure to indinavir , but it is unclear how soon after didanosine administration indinavir may be given safely.
0	Concurrent administration of 111 and didanosine significantly reduces the level of exposure to indinavir , but it is unclear how soon after 222 administration indinavir may be given safely.
0	Concurrent administration of indinavir and 111 significantly reduces the level of exposure to 222 , but it is unclear how soon after didanosine administration indinavir may be given safely.
0	Concurrent administration of indinavir and 111 significantly reduces the level of exposure to indinavir , but it is unclear how soon after didanosine administration 222 may be given safely.
0	Concurrent administration of indinavir and didanosine significantly reduces the level of exposure to 111 , but it is unclear how soon after 222 administration indinavir may be given safely.
0	Concurrent administration of indinavir and didanosine significantly reduces the level of exposure to indinavir , but it is unclear how soon after 111 administration 222 may be given safely.
0	We compared 111 pharmacokinetics and gastric pH in # human immunodeficiency virus-positive patients by use of # mg of indinavir alone versus # mg of indinavir administered # h after 222 administration.
0	We compared indinavir pharmacokinetics and gastric pH in # human immunodeficiency virus-positive patients by use of # mg of 111 alone versus # mg of indinavir administered # h after 222 administration.
0	We compared indinavir pharmacokinetics and gastric pH in # human immunodeficiency virus-positive patients by use of # mg of indinavir alone versus # mg of 111 administered # h after 222 administration.
3	Median gastric pH was significantly higher when 111 was taken after 222 administration;
1	111 may be taken with a light meal # h following the administration of # mg of 222 .
2	111 at # microM preferentially blocked the secretory effect of 222 and its synergism with cAMP, whereas it had no effect on histamine- or cAMP-stimulated acid secretion within # min.
2	111 inhibited the 222 -stimulated intracellular Ca(2+) concentration ([Ca(2+)](i)) increase due to release from the Ca(2+) store.
0	The percentage of neurons hyperpolarized by 111 , 222 , and kappa-selective_opioids was significantly reduced when 1% but not <
2	Suppression by 111 of 222 -enhanced peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane in wistar rats.
0	Suppression by 111 of bombesin -enhanced peritoneal metastasis of intestinal adenocarcinomas induced by 222 in wistar rats.
0	Suppression by verapamil of 111 -enhanced peritoneal metastasis of intestinal adenocarcinomas induced by 222 in wistar rats.
0	BACKGROUND: The effects of combined administration of 111 and 222 ( verapamil ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of 111 and verapamil_hydrochloride ( 222 ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of 111 and verapamil_hydrochloride ( verapamil ), a 222 , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of 111 and verapamil_hydrochloride ( verapamil ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by 222 ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of 111 and verapamil_hydrochloride ( verapamil ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( 222 ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and 111 ( verapamil ), a 222 , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and 111 ( verapamil ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by 222 ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and 111 ( verapamil ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( 222 ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and verapamil_hydrochloride ( 111 ), a 222 , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and verapamil_hydrochloride ( 111 ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by 222 ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and verapamil_hydrochloride ( 111 ), a calcium_channel_blocker , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( 222 ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and verapamil_hydrochloride ( verapamil ), a 111 , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by 222 ( AOM ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	BACKGROUND: The effects of combined administration of bombesin and verapamil_hydrochloride ( verapamil ), a 111 , on the incidence of peritoneal metastasis of intestinal adenocarcinomas induced by azoxymethane ( 222 ) and the labeling index of intestinal cancers were investigated in male Wistar rats.
0	METHODS: From the beginning of the experiment, rats were given # weekly subcutaneous injections of 111 (# mg/kg body weight) and subcutaneous injections of 222 (40 microg/kg body weight) every other day, and from week 16, intraperitoneal injections of verapamil (10 or # mg/kg body weight) every other day until the end fo the experiment in week 45.
0	METHODS: From the beginning of the experiment, rats were given # weekly subcutaneous injections of 111 (# mg/kg body weight) and subcutaneous injections of bombesin (40 microg/kg body weight) every other day, and from week 16, intraperitoneal injections of 222 (10 or # mg/kg body weight) every other day until the end fo the experiment in week 45.
0	METHODS: From the beginning of the experiment, rats were given # weekly subcutaneous injections of AOM (# mg/kg body weight) and subcutaneous injections of 111 (40 microg/kg body weight) every other day, and from week 16, intraperitoneal injections of 222 (10 or # mg/kg body weight) every other day until the end fo the experiment in week 45.
0	Although 111 administered at either dose had little or no effect on the enhancement of intestinal carcinogenesis by 222 or on the location, histologic type, depth of involvement, labeling index, apoptotic index or tumor vascularity of intestinal cancers, it significantly decreased the incidence of cancer metastasis.
2	111 also significantly decreased the incidence of lymphatic invasion of adenocarcinomas, which was enhanced by 222 .
4	In vitro interaction of 111 and 222 in placental vessels.
0	The interaction of 111 and synthetic 222 on placental vessels was studied in vitro.
0	In seven experiments reactions to 111 and 222 were PGF2alpha .
0	In seven experiments reactions to 111 and oxytocin were 222 .
0	In seven experiments reactions to norepinephrine and 111 were 222 .
2	111 produced significantly increased vasoconstriction after a single administration of 222 .
2	There is thus an enhancement effect of 111 upon the reaction of placental vessels to 222 in vitro.
0	111 overdose recognized by a 222 assay.
2	We report the case of an adolescent with altered consciousness caused by 111 overdose with a positive 222 level to alert clinicians to the cross-reactivity of carbamazepine with a toxicology screen for tricyclic_antidepressants .
0	We report the case of an adolescent with altered consciousness caused by 111 overdose with a positive tricyclic_antidepressant level to alert clinicians to the cross-reactivity of carbamazepine with a toxicology screen for 222 .
0	We report the case of an adolescent with altered consciousness caused by carbamazepine overdose with a positive 111 level to alert clinicians to the cross-reactivity of 222 with a toxicology screen for tricyclic_antidepressants .
1	We report the case of an adolescent with altered consciousness caused by carbamazepine overdose with a positive tricyclic_antidepressant level to alert clinicians to the cross-reactivity of 111 with a toxicology screen for 222 .
2	111 -induced oxidative stress in rat brain and liver is prevented by 222 or allopurinol .
2	111 -induced oxidative stress in rat brain and liver is prevented by vitamin_E or 222 .
0	Cypermethrin -induced oxidative stress in rat brain and liver is prevented by 111 or 222 .
0	Considering that the involvement of reactive oxygen species (ROS) has been implicated in the toxicity of various pesticides, this study was designed to investigate the possibility of oxidative stress induction by 111 , a 222 .
0	Pretreatment of rats with 111 (100 mg/kg, ip) or 222 (100 mg/kg per day, ig, for # days and a dose of # mg/kg on the 4th day) provided significant protection against the elevation of TBARS levels in cerebral and hepatic tissues, induced by single high dose of oral cypermethrin administration within # h.
2	Pretreatment of rats with 111 (100 mg/kg, ip) or Vitamin_E (100 mg/kg per day, ig, for # days and a dose of # mg/kg on the 4th day) provided significant protection against the elevation of TBARS levels in cerebral and hepatic tissues, induced by single high dose of oral 222 administration within # h.
2	Pretreatment of rats with allopurinol (100 mg/kg, ip) or 111 (100 mg/kg per day, ig, for # days and a dose of # mg/kg on the 4th day) provided significant protection against the elevation of TBARS levels in cerebral and hepatic tissues, induced by single high dose of oral 222 administration within # h.
2	Thus, the results suggest that 111 exposure of rats results in free radical-mediated tissue damage, as indicated by elevated cerebral and hepatic lipid peroxidation, which was prevented by 222 and Vitamin_E .
2	Thus, the results suggest that 111 exposure of rats results in free radical-mediated tissue damage, as indicated by elevated cerebral and hepatic lipid peroxidation, which was prevented by allopurinol and 222 .
0	Thus, the results suggest that cypermethrin exposure of rats results in free radical-mediated tissue damage, as indicated by elevated cerebral and hepatic lipid peroxidation, which was prevented by 111 and 222 .
0	In this study we investigated the effect of 111 on high threshold voltage-dependent Ca(2+) channel subtypes using their 222 nimodipine (L-type), omega-conotoxin_GVIA (N-type), or omega-agatoxin_IVA (P-type) in bovine chromaffin cells.
0	In this study we investigated the effect of 111 on high threshold voltage-dependent Ca(2+) channel subtypes using their selective_Ca(2+)_channel_blockers 222 (L-type), omega-conotoxin_GVIA (N-type), or omega-agatoxin_IVA (P-type) in bovine chromaffin cells.
0	In this study we investigated the effect of 111 on high threshold voltage-dependent Ca(2+) channel subtypes using their selective_Ca(2+)_channel_blockers nimodipine (L-type), 222 (N-type), or omega-agatoxin_IVA (P-type) in bovine chromaffin cells.
0	In this study we investigated the effect of 111 on high threshold voltage-dependent Ca(2+) channel subtypes using their selective_Ca(2+)_channel_blockers nimodipine (L-type), omega-conotoxin_GVIA (N-type), or 222 (P-type) in bovine chromaffin cells.
0	In this study we investigated the effect of ginsenosides on high threshold voltage-dependent Ca(2+) channel subtypes using their 111 222 (L-type), omega-conotoxin_GVIA (N-type), or omega-agatoxin_IVA (P-type) in bovine chromaffin cells.
0	In this study we investigated the effect of ginsenosides on high threshold voltage-dependent Ca(2+) channel subtypes using their 111 nimodipine (L-type), 222 (N-type), or omega-agatoxin_IVA (P-type) in bovine chromaffin cells.
0	In this study we investigated the effect of ginsenosides on high threshold voltage-dependent Ca(2+) channel subtypes using their 111 nimodipine (L-type), omega-conotoxin_GVIA (N-type), or 222 (P-type) in bovine chromaffin cells.
0	111 had no effect on 222 response.
